,name,location,price,rating,quality,review,bed,size,distance from centure,room_type,nights,adults,free_canelation
10998,"Apartment close to Airport, Ifema","San Blas, Madrid","IRR 66,079,295",7.7,Good,167 reviews,"3 beds (2 doubles, 1 sofa bed)",,11.3,Family Double Room,5 nights, 3 adults,
10999,LaVida Rooms Madrid,"Carabanchel, Madrid","IRR 50,160,192",5.6,Review score,43 reviews,"2 beds (1 double, 1 sofa bed)",,3.9,Budget Double Room,5 nights, 3 adults,
11025,Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
11026,"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 13,203,845",8.0,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,2 nights, 2 adults,Free cancellation
11027,HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 10,810,573",8.8,Fabulous,"4,730 reviews",1 double bed,19m²,1.4,Single Studio,2 nights, 2 adults,
11029,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
11030,"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel","Charlottenburg, Berlin","IRR 12,014,417",8.3,Very good,"5,813 reviews",Multiple bed types,,2.8,Standard Room,2 nights, 2 adults,
11031,Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
11032,Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 11,133,360",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,2 nights, 2 adults,Free cancellation
11033,"Holiday Inn Express - Berlin - Alexanderplatz, an IHG Hotel","Mitte, Berlin","IRR 11,854,225",8.3,Very good,"10,653 reviews",1 large double bed,,2.4,Double Room,2 nights, 2 adults,Free cancellation
11034,Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
11035,Locke at East Side Gallery,"Friedrichshain-Kreuzberg, Berlin","IRR 12,014,417",9.3,Superb,804 reviews,1 large double bed,22m²,4.2,City Studio,2 nights, 2 adults,
11036,Riu Plaza Berlin,"Tempelhof-Schöneberg, Berlin","IRR 10,732,879",8.3,Very good,"17,462 reviews",Beds: 1 double or 2 singles,,2.7,Deluxe Double Room,2 nights, 2 adults,
11037,Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
11038,Hampton by Hilton Berlin City Centre Alexanderplatz,"Mitte, Berlin","IRR 13,203,845",8.1,Very good,"15,415 reviews",1 large double bed,,3,Queen Room - Mobility Access,2 nights, 2 adults,
11039,Courtyard by Marriott Berlin City Center,"Mitte, Berlin","IRR 13,936,724",8.7,Fabulous,"1,514 reviews",1 extra-large double bed,,1.7,Deluxe King Room,2 nights, 2 adults,
11040,Hotel AMANO Grand Central,"Mitte, Berlin","IRR 11,227,072",8.2,Very good,"10,754 reviews",1 large double bed,,1.4,Standard Double or Twin Room,2 nights, 2 adults,
11041,Pullman Berlin Schweizerhof,"Mitte, Berlin","IRR 13,536,243",8.5,Very good,"5,560 reviews",2 single beds,,2.5,Premium Superior Room,2 nights, 2 adults,
11043,Eurostars Berlin,"Mitte, Berlin","IRR 14,777,733",8.0,Very good,"5,933 reviews",Beds: 1 double or 2 singles,,0.9,Superior Double Room,2 nights, 2 adults,
11044,NH Collection Berlin Mitte Friedrichstrasse,"Mitte, Berlin","IRR 15,778,935",8.6,Fabulous,"8,328 reviews",2 single beds,,0.9,Double Superior,2 nights, 2 adults,
11045,Hotel 38,"Mitte, Berlin","IRR 10,020,024",8.4,Very good,"4,509 reviews",1 large double bed,,1.4,Comfort Double Room,2 nights, 2 adults,
11046,Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
11047,NH Collection Berlin Mitte am Checkpoint Charlie,"Mitte, Berlin","IRR 15,378,454",8.4,Very good,"9,174 reviews",2 single beds,,1,Double Superior,2 nights, 2 adults,
11048,"Holiday Inn Express Berlin City Centre, an IHG Hotel","Friedrichshain-Kreuzberg, Berlin","IRR 12,134,561",8.2,Very good,"12,360 reviews",Beds: 1 double or 2 singles,,1.7,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
11050,Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
11052,Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
11054,TITANIC Comfort Mitte,"Mitte, Berlin","IRR 9,122,948",7.8,Good,"9,406 reviews",1 double bed,,2,Standard Double Room,2 nights, 2 adults,Free cancellation
11055,Motel One Berlin-Alexanderplatz,"Mitte, Berlin","IRR 11,269,523",8.6,Fabulous,"12,885 reviews",1 large double bed,,2.4,King Room,2 nights, 2 adults,
11056,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
11057,Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
11058,Riu Plaza Berlin,"Tempelhof-Schöneberg, Berlin","IRR 10,732,879",8.3,Very good,"17,462 reviews",Beds: 1 double or 2 singles,,2.7,Deluxe Double Room,2 nights, 2 adults,
11059,Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
11074,Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
11075,Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
11076,"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 13,203,845",8.0,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,2 nights, 2 adults,Free cancellation
11078,Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
11079,Hotel Bleibtreu Berlin by Golden Tulip,"Charlottenburg-Wilmersdorf, Berlin","IRR 6,059,271",7.8,Good,"1,115 reviews",1 double bed,,4.3,Standard Queen Room,2 nights, 2 adults,
11081,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
11082,Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
11083,Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
11084,Park Plaza Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 10,572,687",7.9,Good,"6,239 reviews",1 large double bed,,4.1,Executive Double Room,2 nights, 2 adults,
11085,Axel TWO Berlin - Adults Only,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,464,557",8.0,Very good,"3,910 reviews",1 double bed,,4.3,City Double Room,2 nights, 2 adults,
11086,Quentin XL Potsdamer Platz,"Mitte, Berlin","IRR 7,761,314",7.3,Good,"4,676 reviews",1 extra-large double bed,,1.5,Classic Double Room,2 nights, 2 adults,
11087,Motel One Berlin-Spittelmarkt,"Mitte, Berlin","IRR 10,849,019",8.7,Fabulous,"4,935 reviews",1 large double bed,,1.7,Room with King Size bed,2 nights, 2 adults,
11088,Motel One Berlin-Tiergarten,"Tempelhof-Schöneberg, Berlin","IRR 10,008,010",8.2,Very good,"4,799 reviews",1 large double bed,,2.5,Room with King Size bed,2 nights, 2 adults,
11089,Hotel Domicil Berlin by Golden Tulip,"Charlottenburg-Wilmersdorf, Berlin","IRR 6,367,641",7.7,Good,"1,546 reviews",2 single beds,,4.9,Standard Twin Room,2 nights, 2 adults,
11090,Motel One Berlin-Bellevue,"Mitte, Berlin","IRR 10,008,010",8.2,Very good,"4,195 reviews",1 large double bed,,1.5,Room with Queen Size Bed,2 nights, 2 adults,
11091,Mercure Hotel MOA Berlin,"Mitte, Berlin","IRR 10,332,399",8.3,Very good,"5,125 reviews",1 double bed,,2.8,Standard Double Room,2 nights, 2 adults,
11092,Hotel Berlin Mitte by Campanile,"Mitte, Berlin","IRR 8,370,044",7.7,Good,"1,853 reviews",Beds: 1 double or 2 singles,,1.5,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
11093,Hotel Hansablick,"Mitte, Berlin","IRR 8,293,953",8.3,Very good,"1,510 reviews",2 single beds,,2.7,Standard Double Room,2 nights, 2 adults,
11094,Novum Hotel Aldea Berlin Centrum,"Tempelhof-Schöneberg, Berlin","IRR 8,682,018",7.0,Good,"9,353 reviews",2 single beds,,2.3,Standard Double or Twin Room,2 nights, 2 adults,
11095,Mercure Hotel Berlin Zentrum Superior,"Tempelhof-Schöneberg, Berlin","IRR 8,730,477",7.5,Good,"1,010 reviews",Beds: 1 double or 2 singles,,2.7,Standard Double or Twin Room,2 nights, 2 adults,
11096,TITANIC Comfort Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 9,803,765",8.1,Very good,"5,478 reviews",1 large double bed,,2.6,Standard King Room,2 nights, 2 adults,Free cancellation
11097,Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
11098,Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 11,133,360",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,2 nights, 2 adults,Free cancellation
11100,Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
11101,"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 13,203,845",8.0,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,2 nights, 2 adults,Free cancellation
11102,HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 10,810,573",8.8,Fabulous,"4,730 reviews",1 double bed,19m²,1.4,Single Studio,2 nights, 2 adults,
11103,Hollywood Media Hotel am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 9,823,789",8.3,Very good,"9,373 reviews",Beds: 1 double or 2 singles,,4.1,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
11104,Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
11105,"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel","Charlottenburg, Berlin","IRR 12,014,417",8.3,Very good,"5,813 reviews",1 extra-large double bed,,2.8,Standard King Room,2 nights, 2 adults,
11106,Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
11107,Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 11,133,360",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,2 nights, 2 adults,Free cancellation
11109,Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
11110,Locke at East Side Gallery,"Friedrichshain-Kreuzberg, Berlin","IRR 12,014,417",9.3,Superb,804 reviews,1 large double bed,22m²,4.2,City Studio,2 nights, 2 adults,
11112,Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
11113,Hampton by Hilton Berlin City Centre Alexanderplatz,"Mitte, Berlin","IRR 13,203,845",8.1,Very good,"15,415 reviews",1 large double bed,,3,Queen Room - Mobility Access,2 nights, 2 adults,
11114,Courtyard by Marriott Berlin City Center,"Mitte, Berlin","IRR 13,936,724",8.7,Fabulous,"1,514 reviews",1 extra-large double bed,,1.7,Deluxe King Room,2 nights, 2 adults,
11115,Hotel AMANO Grand Central,"Mitte, Berlin","IRR 11,227,072",8.2,Very good,"10,754 reviews",1 large double bed,,1.4,Standard Double or Twin Room,2 nights, 2 adults,
11116,Pullman Berlin Schweizerhof,"Mitte, Berlin","IRR 13,536,243",8.5,Very good,"5,560 reviews",2 single beds,,2.5,Premium Superior Room,2 nights, 2 adults,
11117,Motel One Berlin-Alexanderplatz,"Mitte, Berlin","IRR 11,269,523",8.6,Fabulous,"12,890 reviews",1 large double bed,,2.4,King Room,2 nights, 2 adults,
11118,Eurostars Berlin,"Mitte, Berlin","IRR 14,777,733",8.0,Very good,"5,933 reviews",Beds: 1 double or 2 singles,,0.9,Superior Double Room,2 nights, 2 adults,
11119,NH Collection Berlin Mitte Friedrichstrasse,"Mitte, Berlin","IRR 15,778,935",8.6,Fabulous,"8,328 reviews",2 single beds,,0.9,Double Superior,2 nights, 2 adults,
11120,Hotel 38,"Mitte, Berlin","IRR 10,020,024",8.4,Very good,"4,509 reviews",1 large double bed,,1.4,Comfort Double Room,2 nights, 2 adults,
11121,Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
11122,NH Collection Berlin Mitte am Checkpoint Charlie,"Mitte, Berlin","IRR 15,378,454",8.4,Very good,"9,174 reviews",2 single beds,,1,Double Superior,2 nights, 2 adults,
11123,"Holiday Inn Express Berlin City Centre, an IHG Hotel","Friedrichshain-Kreuzberg, Berlin","IRR 12,134,561",8.2,Very good,"12,360 reviews",Beds: 1 double or 2 singles,,1.7,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
11124,Hotel Augusta Am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 8,866,640",8.1,Very good,"3,001 reviews",Beds: 1 double or 2 singles,,3.7,Double or Twin Room,2 nights, 2 adults,
11150,Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 9,294,309",8.7,Fabulous,643 reviews,"2 beds (1 double, 1 sofa bed)",23m²,6,Studio with Garden View,2 nights, 3 adults,
11153,Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 19,736,295",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,2 nights, 3 adults,
11156,Streatham Hotel,"Brent, London","IRR 6,349,857",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,2 nights, 3 adults,
11160,Lancaster Gate Hotel,"Westminster Borough, London","IRR 14,722,260",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,2 nights, 3 adults,Free cancellation
11162,London Hilton on Park Lane,"Westminster Borough, London","IRR 41,297,586",7.8,Good,"1,613 reviews",2 single beds,,1.6,Family Room,2 nights, 3 adults,
11165,Gem Langham Court Hotel,"Westminster Borough, London","IRR 21,256,498",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,2 nights, 3 adults,
11166,Royal National Hotel,"Camden, London","IRR 18,814,390",7.4,Good,"6,500 reviews",3 single beds,,1.8,Standard Triple Room,2 nights, 3 adults,
11167,Marlin Waterloo,"Lambeth, London","IRR 22,012,836",8.1,Very good,"10,563 reviews","2 beds (1 sofa bed, 1 large double)",24m²,1.4,"Deluxe Studio, 1 Queen Bed and Sofa Bed",2 nights, 3 adults,
11168,Hotel Edward Paddington,"Westminster Borough, London","IRR 15,051,512",7.0,Good,"3,955 reviews",Multiple bed types,,3.4,Triple Room,2 nights, 3 adults,
11169,GoldersGreen Apartments by Sleepy,"Golders Green, London","IRR 6,907,233",9.0,Superb,29 reviews,"2 beds (1 double, 1 sofa bed)",,8.7,Studio,2 nights, 3 adults,
11171,Thistle London Marble Arch,"Westminster Borough, London","IRR 29,068,232",7.4,Good,"7,547 reviews",1 large double bed,,2.2,Deluxe King Room,2 nights, 3 adults,
11175,Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 9,294,309",8.7,Fabulous,643 reviews,"2 beds (1 double, 1 sofa bed)",23m²,6,Studio with Garden View,2 nights, 3 adults,
11182,Streatham Hotel,"Brent, London","IRR 6,349,857",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,2 nights, 3 adults,
11184,Lancaster Gate Hotel,"Westminster Borough, London","IRR 14,722,260",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,2 nights, 3 adults,Free cancellation
11185,Coronation Hotel,"Kensington and Chelsea, London","IRR 9,174,837",7.1,Good,258 reviews,3 single beds,,5.1,Triple Room,2 nights, 3 adults,
11186,Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 19,736,295",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,2 nights, 3 adults,
11187,Royal National Hotel,"Camden, London","IRR 18,814,390",7.4,Good,"6,500 reviews",3 single beds,,1.8,Standard Triple Room,2 nights, 3 adults,
11189,Gem Langham Court Hotel,"Westminster Borough, London","IRR 21,256,498",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,2 nights, 3 adults,
11195,Hotel Edward Paddington,"Westminster Borough, London","IRR 15,051,512",7.0,Good,"3,955 reviews",Multiple bed types,,3.4,Triple Room,2 nights, 3 adults,
11197,Wandsworth Guest Rooms 64,"Wandsworth, London","IRR 6,114,677",7.3,Good,44 reviews,"2 beds (1 single, 1 double)",,7.2,Triple Room,2 nights, 3 adults,
11199,Orlando hotel,"Hammersmith and Fulham, London","IRR 7,478,720",7.1,Good,148 reviews,"2 beds (1 single, 1 double)",,6.6,Standard Triple Room,2 nights, 3 adults,
11200,Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 9,294,309",8.7,Fabulous,643 reviews,"2 beds (1 double, 1 sofa bed)",23m²,6,Studio with Garden View,2 nights, 3 adults,
11201,London Studios Very Close to Central Line Underground Shepherds Bush and Westfield Newly Refurbished,"Hammersmith and Fulham, London","IRR 7,319,268",8.1,Very good,811 reviews,"2 beds (1 double, 1 sofa bed)",24m²,6.9,Deluxe King Studio,2 nights, 3 adults,
11202,Victorian Woods BnB,"Newham, London","IRR 6,495,198",8.2,Very good,138 reviews,"2 beds (1 sofa bed, 1 large double)",,11.3,Queen Room with Shared Bathroom,2 nights, 3 adults,
11203,Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 19,736,295",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,2 nights, 3 adults,
11204,Park Plaza Westminster Bridge London,"Lambeth, London","IRR 42,473,485",8.3,Very good,"25,125 reviews","3 beds (2 singles, 1 sofa bed)",34m²,1,Studio Triple,2 nights, 3 adults,
11205,"Signature London, The J Marylebone","Westminster Borough, London","IRR 23,964,359",8.1,Very good,"1,379 reviews",2 double beds,27m²,2.9,Two-Bedroom Suite,2 nights, 3 adults,
11206,Streatham Hotel,"Brent, London","IRR 6,349,857",6.2,Review score,90 reviews,2 double beds,,6.3,Deluxe Family Room,2 nights, 3 adults,
11207,Luxurious Covent Garden Penthouse,"Westminster Borough, London","IRR 23,706,131",8.5,Very good,48 reviews,"3 beds (1 sofa bed, 2 large doubles)",102m²,0.5,Penthouse Apartment,2 nights, 3 adults,
11208,Knightsbridge Residences by Dena Elite Collection,"Kensington and Chelsea, London","IRR 27,939,369",9.2,Superb,160 reviews,"3 beds (1 sofa bed, 2 large doubles)",90m²,2.7,Deluxe Apartment,2 nights, 3 adults,
11209,YOTEL London City,"Islington, London","IRR 23,833,128",8.0,Very good,"6,625 reviews","2 beds (1 double, 1 bunk bed)",,2.3,Triple Cabin,2 nights, 3 adults,
11210,Lancaster Gate Hotel,"Westminster Borough, London","IRR 14,722,260",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,2 nights, 3 adults,Free cancellation
11211,"Radisson Blu Hotel, London Bloomsbury","Camden, London","IRR 43,931,600",8.4,Very good,"5,190 reviews","2 beds (1 extra-large double, 1 sofa bed)",,1.1,Deluxe Premium Room,2 nights, 3 adults,Free cancellation
11212,London Hilton on Park Lane,"Westminster Borough, London","IRR 41,297,586",7.8,Good,"1,613 reviews",2 single beds,,1.6,Family Room,2 nights, 3 adults,
11213,The Cleveland,"Westminster Borough, London","IRR 20,954,527",8.2,Very good,"2,763 reviews","2 beds (1 single, 1 large double)",,3.9,Executive Deluxe Studio Suite,2 nights, 3 adults,
