name,location,price,rating,quality,review,bed,size,distance_from_center,room_type,nights,adults,free_cancellation
Barceló Torre de Madrid,"Moncloa-Aravaca, Madrid","IRR 178,774,529",8.7,Fabulous,"3,142 reviews","2 beds (1 extra-large double, 1 sofa bed)",55m²,1.1,One-Bedroom Suite (3 Adults),5 nights, 3 adults,
Hotel Nuevo Boston,"San Blas, Madrid","IRR 51,027,233",8.5,Very good,"10,370 reviews",Multiple bed types,,11.3,Triple Room,5 nights, 3 adults,
Regente Hotel,"Centro, Madrid","IRR 132,238,686",8.3,Very good,"5,136 reviews",Beds: 1 double or 2 singles,,350,Family Suite,5 nights, 3 adults,
Victoria 4 Puerta del Sol,"Centro, Madrid","IRR 106,127,353",8.2,Very good,"1,592 reviews",3 single beds,,150,Triple Room,5 nights, 3 adults,
60 Balconies Iconic,"Centro, Madrid","IRR 149,167,801",9.2,Superb,"1,084 reviews","2 beds (1 double, 1 sofa bed)",39m²,400,Apartment with Terrace,5 nights, 3 adults,
Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 209,451,342",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,5 nights, 3 adults,
Hostal Matheu,"Centro, Madrid","IRR 90,068,082",7.3,Good,519 reviews,Multiple bed types,,150,Triple Room,5 nights, 3 adults,
Hard Rock Hotel Madrid,"Arganzuela, Madrid","IRR 216,860,232",8.9,Fabulous,"5,519 reviews",1 large double bed,,1.3,Gold Suite Terrace,5 nights, 3 adults,
"Casa de las Artes, member of Meliá Collection","Centro, Madrid","IRR 297,156,588",8.2,Very good,"1,780 reviews",2 extra-large double beds,,0.8,Two Bedroom The Fine Arts Suite with Terrace,5 nights, 3 adults,
Apartamento Julió 11-102,"Usera, Madrid","IRR 45,054,065",1,Review score,1 review,4 double beds,,3.4,Apartment,5 nights, 3 adults,
Apartamentos Salvia 4,"Tetuan, Madrid","IRR 67,921,506",8.1,Very good,628 reviews,"3 beds (2 singles, 1 sofa bed)",55m²,5.2,Apartament,5 nights, 3 adults,
Hostal Oporto,"Centro, Madrid","IRR 45,694,834",7.2,Good,"2,438 reviews","2 beds (1 single, 1 double)",,0.5,Basic Triple Room,5 nights, 3 adults,
CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 46,476,572",5.6,Review score,"1,953 reviews","2 beds (1 single, 1 double)",,300,Double Room with Extra Bed,5 nights, 3 adults,
Apartamento Costa de Madrid,Madrid,"IRR 33,840,609",7.9,Good,10 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",60m²,56.5,Two-Bedroom Apartment,5 nights, 3 adults,
"Apartment close to Airport, Ifema","San Blas, Madrid","IRR 66,079,295",7.7,Good,167 reviews,"3 beds (2 doubles, 1 sofa bed)",,11.3,Family Double Room,5 nights, 3 adults,
LaVida Rooms Madrid,"Carabanchel, Madrid","IRR 50,160,192",5.6,Review score,43 reviews,"2 beds (1 double, 1 sofa bed)",,3.9,Budget Double Room,5 nights, 3 adults,
Hotel Acta Madfor,"Moncloa-Aravaca, Madrid","IRR 61,353,624",8.3,Very good,"3,675 reviews",Multiple bed types,,1.6,Comfort Triple Room,5 nights, 3 adults,
Vincci Capitol,"Centro, Madrid","IRR 98,061,674",8.7,Fabulous,"8,476 reviews",Multiple bed types,,500,Double Room with Extra Bed,5 nights, 3 adults,
Hotel Nuevo Boston,"San Blas, Madrid","IRR 51,027,233",8.5,Very good,"10,370 reviews",Multiple bed types,,11.3,Triple Room,5 nights, 3 adults,
Vincci Soma,"Salamanca, Madrid","IRR 107,929,515",8.3,Very good,"6,327 reviews",Multiple bed types,,2.3,Triple Room,5 nights, 3 adults,
AP Hotel Madrid Airport,"Barajas, Madrid","IRR 56,450,140",7.1,Good,"1,984 reviews",3 single beds,,13.6,Triple Room - Single Beds,5 nights, 3 adults,
L&H La Latina Selection,"Centro, Madrid","IRR 91,176,211",8.9,Fabulous,"2,834 reviews","2 beds (1 double, 1 sofa bed)",,1.1,Triple Room Ground Floor,5 nights, 3 adults,
Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 66,880,256",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,5 nights, 3 adults,
Hotel Freedom,"Centro, Madrid","IRR 85,903,084",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,5 nights, 3 adults,
Barceló Torre de Madrid,"Moncloa-Aravaca, Madrid","IRR 178,774,529",8.7,Fabulous,"3,142 reviews","2 beds (1 extra-large double, 1 sofa bed)",55m²,1.1,One-Bedroom Suite (3 Adults),5 nights, 3 adults,
Apartamento Julió 11-102,"Usera, Madrid","IRR 45,054,065",1,Review score,1 review,4 double beds,,3.4,Apartment,5 nights, 3 adults,
Sterling,"Centro, Madrid","IRR 58,390,068",8,Very good,"1,842 reviews",Multiple bed types,,0.8,Triple Room,5 nights, 3 adults,
Hotel Regina,"Centro, Madrid","IRR 160,192,231",9.3,Superb,"9,371 reviews",Multiple bed types,,300,Alcalá Junior Suite,5 nights, 3 adults,
Victoria 4 Puerta del Sol,"Centro, Madrid","IRR 106,127,353",8.2,Very good,"1,592 reviews",3 single beds,,150,Triple Room,5 nights, 3 adults,
Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 209,451,342",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,5 nights, 3 adults,
60 Balconies Iconic,"Centro, Madrid","IRR 149,167,801",9.2,Superb,"1,084 reviews","2 beds (1 double, 1 sofa bed)",39m²,400,Apartment with Terrace,5 nights, 3 adults,
Hostal Matheu,"Centro, Madrid","IRR 81,061,274",7.3,Good,519 reviews,Multiple bed types,,150,Triple Room,5 nights, 3 adults,
Regente Hotel,"Centro, Madrid","IRR 132,238,686",8.3,Very good,"5,136 reviews",Beds: 1 double or 2 singles,,350,Family Suite,5 nights, 3 adults,
Hard Rock Hotel Madrid,"Arganzuela, Madrid","IRR 216,860,232",8.9,Fabulous,"5,519 reviews",1 large double bed,,1.3,Gold Suite Terrace,5 nights, 3 adults,
"Casa de las Artes, member of Meliá Collection","Centro, Madrid","IRR 297,156,588",8.2,Very good,"1,780 reviews",2 extra-large double beds,,0.8,Two Bedroom The Fine Arts Suite with Terrace,5 nights, 3 adults,
Apartamentos Salvia 4,"Tetuan, Madrid","IRR 67,921,506",8.1,Very good,628 reviews,"3 beds (2 singles, 1 sofa bed)",55m²,5.2,Apartament,5 nights, 3 adults,
Apartamento Costa de Madrid,Madrid,"IRR 30,456,548",7.9,Good,10 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",60m²,56.5,Two-Bedroom Apartment,5 nights, 3 adults,
CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 46,476,572",5.6,Review score,"1,953 reviews","2 beds (1 single, 1 double)",,300,Double Room with Extra Bed,5 nights, 3 adults,
Hostal Oporto,"Centro, Madrid","IRR 45,694,834",7.2,Good,"2,438 reviews","2 beds (1 single, 1 double)",,0.5,Basic Triple Room,5 nights, 3 adults,
"Apartment close to Airport, Ifema","San Blas, Madrid","IRR 66,079,295",7.7,Good,167 reviews,"3 beds (2 doubles, 1 sofa bed)",,11.3,Family Double Room,5 nights, 3 adults,
LaVida Rooms Madrid,"Carabanchel, Madrid","IRR 50,160,192",5.6,Review score,43 reviews,"2 beds (1 double, 1 sofa bed)",,3.9,Budget Double Room,5 nights, 3 adults,
Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 13,203,845",8,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,2 nights, 2 adults,Free cancellation
HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 10,810,573",8.8,Fabulous,"4,730 reviews",1 double bed,19m²,1.4,Single Studio,2 nights, 2 adults,
Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel","Charlottenburg, Berlin","IRR 12,014,417",8.3,Very good,"5,813 reviews",Multiple bed types,,2.8,Standard Room,2 nights, 2 adults,
Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 11,133,360",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,2 nights, 2 adults,Free cancellation
"Holiday Inn Express - Berlin - Alexanderplatz, an IHG Hotel","Mitte, Berlin","IRR 11,854,225",8.3,Very good,"10,653 reviews",1 large double bed,,2.4,Double Room,2 nights, 2 adults,Free cancellation
Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
Locke at East Side Gallery,"Friedrichshain-Kreuzberg, Berlin","IRR 12,014,417",9.3,Superb,804 reviews,1 large double bed,22m²,4.2,City Studio,2 nights, 2 adults,
Riu Plaza Berlin,"Tempelhof-Schöneberg, Berlin","IRR 10,732,879",8.3,Very good,"17,462 reviews",Beds: 1 double or 2 singles,,2.7,Deluxe Double Room,2 nights, 2 adults,
Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
Hampton by Hilton Berlin City Centre Alexanderplatz,"Mitte, Berlin","IRR 13,203,845",8.1,Very good,"15,415 reviews",1 large double bed,,3,Queen Room - Mobility Access,2 nights, 2 adults,
Courtyard by Marriott Berlin City Center,"Mitte, Berlin","IRR 13,936,724",8.7,Fabulous,"1,514 reviews",1 extra-large double bed,,1.7,Deluxe King Room,2 nights, 2 adults,
Hotel AMANO Grand Central,"Mitte, Berlin","IRR 11,227,072",8.2,Very good,"10,754 reviews",1 large double bed,,1.4,Standard Double or Twin Room,2 nights, 2 adults,
Pullman Berlin Schweizerhof,"Mitte, Berlin","IRR 13,536,243",8.5,Very good,"5,560 reviews",2 single beds,,2.5,Premium Superior Room,2 nights, 2 adults,
Eurostars Berlin,"Mitte, Berlin","IRR 14,777,733",8,Very good,"5,933 reviews",Beds: 1 double or 2 singles,,0.9,Superior Double Room,2 nights, 2 adults,
NH Collection Berlin Mitte Friedrichstrasse,"Mitte, Berlin","IRR 15,778,935",8.6,Fabulous,"8,328 reviews",2 single beds,,0.9,Double Superior,2 nights, 2 adults,
Hotel 38,"Mitte, Berlin","IRR 10,020,024",8.4,Very good,"4,509 reviews",1 large double bed,,1.4,Comfort Double Room,2 nights, 2 adults,
Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
NH Collection Berlin Mitte am Checkpoint Charlie,"Mitte, Berlin","IRR 15,378,454",8.4,Very good,"9,174 reviews",2 single beds,,1,Double Superior,2 nights, 2 adults,
"Holiday Inn Express Berlin City Centre, an IHG Hotel","Friedrichshain-Kreuzberg, Berlin","IRR 12,134,561",8.2,Very good,"12,360 reviews",Beds: 1 double or 2 singles,,1.7,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
TITANIC Comfort Mitte,"Mitte, Berlin","IRR 9,122,948",7.8,Good,"9,406 reviews",1 double bed,,2,Standard Double Room,2 nights, 2 adults,Free cancellation
Motel One Berlin-Alexanderplatz,"Mitte, Berlin","IRR 11,269,523",8.6,Fabulous,"12,885 reviews",1 large double bed,,2.4,King Room,2 nights, 2 adults,
Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
Riu Plaza Berlin,"Tempelhof-Schöneberg, Berlin","IRR 10,732,879",8.3,Very good,"17,462 reviews",Beds: 1 double or 2 singles,,2.7,Deluxe Double Room,2 nights, 2 adults,
Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 13,203,845",8,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,2 nights, 2 adults,Free cancellation
Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
Hotel Bleibtreu Berlin by Golden Tulip,"Charlottenburg-Wilmersdorf, Berlin","IRR 6,059,271",7.8,Good,"1,115 reviews",1 double bed,,4.3,Standard Queen Room,2 nights, 2 adults,
Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
Park Plaza Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 10,572,687",7.9,Good,"6,239 reviews",1 large double bed,,4.1,Executive Double Room,2 nights, 2 adults,
Axel TWO Berlin - Adults Only,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,464,557",8,Very good,"3,910 reviews",1 double bed,,4.3,City Double Room,2 nights, 2 adults,
Quentin XL Potsdamer Platz,"Mitte, Berlin","IRR 7,761,314",7.3,Good,"4,676 reviews",1 extra-large double bed,,1.5,Classic Double Room,2 nights, 2 adults,
Motel One Berlin-Spittelmarkt,"Mitte, Berlin","IRR 10,849,019",8.7,Fabulous,"4,935 reviews",1 large double bed,,1.7,Room with King Size bed,2 nights, 2 adults,
Motel One Berlin-Tiergarten,"Tempelhof-Schöneberg, Berlin","IRR 10,008,010",8.2,Very good,"4,799 reviews",1 large double bed,,2.5,Room with King Size bed,2 nights, 2 adults,
Hotel Domicil Berlin by Golden Tulip,"Charlottenburg-Wilmersdorf, Berlin","IRR 6,367,641",7.7,Good,"1,546 reviews",2 single beds,,4.9,Standard Twin Room,2 nights, 2 adults,
Motel One Berlin-Bellevue,"Mitte, Berlin","IRR 10,008,010",8.2,Very good,"4,195 reviews",1 large double bed,,1.5,Room with Queen Size Bed,2 nights, 2 adults,
Mercure Hotel MOA Berlin,"Mitte, Berlin","IRR 10,332,399",8.3,Very good,"5,125 reviews",1 double bed,,2.8,Standard Double Room,2 nights, 2 adults,
Hotel Berlin Mitte by Campanile,"Mitte, Berlin","IRR 8,370,044",7.7,Good,"1,853 reviews",Beds: 1 double or 2 singles,,1.5,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
Hotel Hansablick,"Mitte, Berlin","IRR 8,293,953",8.3,Very good,"1,510 reviews",2 single beds,,2.7,Standard Double Room,2 nights, 2 adults,
Novum Hotel Aldea Berlin Centrum,"Tempelhof-Schöneberg, Berlin","IRR 8,682,018",7,Good,"9,353 reviews",2 single beds,,2.3,Standard Double or Twin Room,2 nights, 2 adults,
Mercure Hotel Berlin Zentrum Superior,"Tempelhof-Schöneberg, Berlin","IRR 8,730,477",7.5,Good,"1,010 reviews",Beds: 1 double or 2 singles,,2.7,Standard Double or Twin Room,2 nights, 2 adults,
TITANIC Comfort Kurfürstendamm,"Tempelhof-Schöneberg, Berlin","IRR 9,803,765",8.1,Very good,"5,478 reviews",1 large double bed,,2.6,Standard King Room,2 nights, 2 adults,Free cancellation
Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 11,133,360",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,2 nights, 2 adults,Free cancellation
Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 14,128,955",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,2 nights, 2 adults,Free cancellation
"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 13,203,845",8,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,2 nights, 2 adults,Free cancellation
HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 10,810,573",8.8,Fabulous,"4,730 reviews",1 double bed,19m²,1.4,Single Studio,2 nights, 2 adults,
Hollywood Media Hotel am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 9,823,789",8.3,Very good,"9,373 reviews",Beds: 1 double or 2 singles,,4.1,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 12,094,513",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,2 nights, 2 adults,Free cancellation
"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel","Charlottenburg, Berlin","IRR 12,014,417",8.3,Very good,"5,813 reviews",1 extra-large double bed,,2.8,Standard King Room,2 nights, 2 adults,
Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 11,493,793",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,2 nights, 2 adults,Free cancellation
Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 11,133,360",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,2 nights, 2 adults,Free cancellation
Hotel Gat Point Charlie,"Mitte, Berlin","IRR 7,809,371",8.1,Very good,"7,410 reviews",Beds: 1 double or 2 singles,,1.1,Standard Double Room,2 nights, 2 adults,
Locke at East Side Gallery,"Friedrichshain-Kreuzberg, Berlin","IRR 12,014,417",9.3,Superb,804 reviews,1 large double bed,22m²,4.2,City Studio,2 nights, 2 adults,
Pestana Berlin Tiergarten,"Mitte, Berlin","IRR 10,428,514",8.1,Very good,"5,730 reviews",1 extra-large double bed,,2.1,Deluxe Double Room,2 nights, 2 adults,
Hampton by Hilton Berlin City Centre Alexanderplatz,"Mitte, Berlin","IRR 13,203,845",8.1,Very good,"15,415 reviews",1 large double bed,,3,Queen Room - Mobility Access,2 nights, 2 adults,
Courtyard by Marriott Berlin City Center,"Mitte, Berlin","IRR 13,936,724",8.7,Fabulous,"1,514 reviews",1 extra-large double bed,,1.7,Deluxe King Room,2 nights, 2 adults,
Hotel AMANO Grand Central,"Mitte, Berlin","IRR 11,227,072",8.2,Very good,"10,754 reviews",1 large double bed,,1.4,Standard Double or Twin Room,2 nights, 2 adults,
Pullman Berlin Schweizerhof,"Mitte, Berlin","IRR 13,536,243",8.5,Very good,"5,560 reviews",2 single beds,,2.5,Premium Superior Room,2 nights, 2 adults,
Motel One Berlin-Alexanderplatz,"Mitte, Berlin","IRR 11,269,523",8.6,Fabulous,"12,890 reviews",1 large double bed,,2.4,King Room,2 nights, 2 adults,
Eurostars Berlin,"Mitte, Berlin","IRR 14,777,733",8,Very good,"5,933 reviews",Beds: 1 double or 2 singles,,0.9,Superior Double Room,2 nights, 2 adults,
NH Collection Berlin Mitte Friedrichstrasse,"Mitte, Berlin","IRR 15,778,935",8.6,Fabulous,"8,328 reviews",2 single beds,,0.9,Double Superior,2 nights, 2 adults,
Hotel 38,"Mitte, Berlin","IRR 10,020,024",8.4,Very good,"4,509 reviews",1 large double bed,,1.4,Comfort Double Room,2 nights, 2 adults,
Grimm's Potsdamer Platz,"Mitte, Berlin","IRR 9,611,534",8.8,Fabulous,"8,375 reviews",1 large double bed,,1.5,Double Room,2 nights, 2 adults,Free cancellation
NH Collection Berlin Mitte am Checkpoint Charlie,"Mitte, Berlin","IRR 15,378,454",8.4,Very good,"9,174 reviews",2 single beds,,1,Double Superior,2 nights, 2 adults,
"Holiday Inn Express Berlin City Centre, an IHG Hotel","Friedrichshain-Kreuzberg, Berlin","IRR 12,134,561",8.2,Very good,"12,360 reviews",Beds: 1 double or 2 singles,,1.7,Standard Double or Twin Room,2 nights, 2 adults,Free cancellation
Hotel Augusta Am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 8,866,640",8.1,Very good,"3,001 reviews",Beds: 1 double or 2 singles,,3.7,Double or Twin Room,2 nights, 2 adults,
Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 9,294,309",8.7,Fabulous,643 reviews,"2 beds (1 double, 1 sofa bed)",23m²,6,Studio with Garden View,2 nights, 3 adults,
Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 19,736,295",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,2 nights, 3 adults,
